,ID,UTTERANCE,RELATIONS,primary_relation,split
328,328,when did richard lester start directing,movie.directed_by movie.initial_release_date,movie.directed_by,train
1481,1481,lionsgate films,movie.production_companies,movie.production_companies,train
316,316,what country was kinky boots made in,movie.country,movie.country,train
2525,2525,search for eighties movies,movie.initial_release_date,movie.initial_release_date,train
1438,1438,detail finding nemo,NO_REL,NO_REL,train
803,803,show me movies directed by sergio leone,movie.directed_by,movie.directed_by,train
3271,3271,who's the producer,movie.produced_by,movie.produced_by,train
1476,1476,find movie info kristenn stewart,movie.starring.actor,movie.starring.actor,train
1134,1134,find movies with a nc 17 only,movie.rating,movie.rating,train
544,544,who directed finding nemo,movie.directed_by,movie.directed_by,train
624,624,can you tell me the genre for 1000 words,movie.genre,movie.genre,train
3012,3012,pull up the dropdown minue in orange,other,other,train
3258,3258,show me images of steven spielberg,person.picture,person.picture,train
102,102,who starred in the parent trap,movie.starring.actor,movie.starring.actor,train
2402,2402,when will barfi! be released,movie.initial_release_date,movie.initial_release_date,train
381,381,when was life is beautiful released,movie.initial_release_date,movie.initial_release_date,train
2109,2109,company that produced iron man,movie.production_companies,movie.production_companies,train
2406,2406,when did harry potter come out,movie.initial_release_date,movie.initial_release_date,train
2784,2784,how many dollars did looper gross,movie.gross_revenue,movie.gross_revenue,train
578,578,director of the cabin in the woods,movie.directed_by,movie.directed_by,train
2375,2375,what was the budget of return,movie.estimated_budget,movie.estimated_budget,train
2192,2192,i would like to find the producers of the lion king,movie.produced_by,movie.produced_by,train
1719,1719,about movie in july,NO_REL,NO_REL,train
2864,2864,are these directors still alive,movie_other,movie_other,train
1075,1075,how can i view dirty dancing,NO_REL,NO_REL,train
3302,3302,reviews for star wars iv,movie.review,movie.review,train
3288,3288,reviews of house at the end of the street,movie.review,movie.review,train
707,707,language of a separation,movie.language,movie.language,train
2858,2858,searching for movie prices please,movie_other,movie_other,train
2602,2602,show all movies about britian,movie.subjects,movie.subjects,train
1807,1807,can you please search movies of tom cruise,movie.starring.actor,movie.starring.actor,train
2503,2503,pull up a ray stark movie,movie.directed_by,movie.directed_by,train
460,460,is iron man 3 in theatres yet,movie.initial_release_date,movie.initial_release_date,train
438,438,what date did vulgaria open,movie.initial_release_date,movie.initial_release_date,train
2934,2934,houses on streets,other,other,train
249,249,who directed the music in gone with the wind,movie.music,movie.music,train
3100,3100,has he written anything new,other,other,train
1145,1145,show me all movies that star ed harris,movie.starring.actor,movie.starring.actor,train
2435,2435,show me the director of star wars,movie.directed_by,movie.directed_by,train
1389,1389,what movies were produced by brad pitt,movie.produced_by,movie.produced_by,train
1762,1762,find movies of karan johar,movie.directed_by,movie.directed_by,train
366,366,when did dirty dancing come out,movie.initial_release_date,movie.initial_release_date,train
1900,1900,hitchcock movies,movie.directed_by,movie.directed_by,train
2713,2713,alberts bio,NO_REL,NO_REL,train
981,981,show me movies from england,movie.country,movie.country,train
2062,2062,show me the information for steven spielberg,NO_REL,NO_REL,train
1938,1938,show me movies that tom hanks directed,movie.directed_by,movie.directed_by,train
1323,1323,french movies,movie.country movie.language,movie.country,train
951,951,show me information on movie,NO_REL,NO_REL,train
2027,2027,please show me information on will ferrell,NO_REL,NO_REL,train
2617,2617,what foreign film involves dragons,movie.country movie.subjects,movie.country,train
2846,2846,is finding nemo available on netflix,movie_other,movie_other,train
2996,2996,images of foreign countries,other,other,train
719,719,i would like to know names of some indian movies,movie.country movie.language,movie.country,train
30,30,show me the actor of the ranam,movie.starring.actor,movie.starring.actor,train
2215,2215,look up the producer of freedom writers,movie.produced_by,movie.produced_by,train
278,278,how many movies are made in the united states,movie.country,movie.country,train
865,865,find movies by producer,movie.produced_by,movie.produced_by,train
54,54,find info on the crew of apollo thirteen,movie.starring.actor,movie.starring.actor,train
825,825,can you find some drama movies,movie.genre,movie.genre,train
1678,1678,show me childrens movies,movie.genre,movie.genre,train
2918,2918,ed harris quotes from apollo thirteen,movie_other,movie_other,train
963,963,show me time travel movies,movie.subjects,movie.subjects,train
1210,1210,list movies rated g,movie.rating,movie.rating,train
1349,1349,eva mendes films,movie.starring.actor,movie.starring.actor,train
1861,1861,list movies rated pg,movie.rating,movie.rating,train
2704,2704,will's in the hitch,movie.starring.actor,movie.starring.actor,train
1502,1502,korean movie,movie.country movie.language,movie.country,train
1245,1245,show me a list of disney movies,movie.production_companies,movie.production_companies,train
3064,3064,what is the difference between rated nr and r,movie_other,movie_other,train
1374,1374,can i see all movies starring alan rickman,movie.starring.actor,movie.starring.actor,train
964,964,show videos about time travel,movie.subjects,movie.subjects,train
1979,1979,show actors in movies,NO_REL,NO_REL,train
569,569,director for pride and prejudice,movie.directed_by,movie.directed_by,train
2795,2795,what is the revenue of mirror,movie.gross_revenue,movie.gross_revenue,train
2644,2644,make a list of movies about libraries,movie.subjects,movie.subjects,train
2558,2558,search for movies in canada with james brown,movie.locations movie.starring.actor,movie.locations,train
2555,2555,show me the latest movies in malayalam,movie.language movie.initial_release_date,movie.language,train
1132,1132,list some of the best world war 2 films,movie.subjects,movie.subjects,train
2457,2457,what language is the father of my children in,movie.language,movie.language,train
1892,1892,movies by alfred hitchcock,movie.directed_by,movie.directed_by,train
3281,3281,how have critics rated finding nemo,movie.review,movie.review,train
1519,1519,give me a list of woody allen films,movie.directed_by,movie.directed_by,train
799,799,what movies that clint eastwood starred in did he also direct,movie.starring.actor movie.directed_by,movie.starring.actor,train
1338,1338,bring up all diving movies,movie.subjects,movie.subjects,train
2706,2706,rated pg lion king info,movie.rating,movie.rating,train
3074,3074,why is the three d version and the standard version released on the same day,other,other,train
264,264,i wonder how many movies alfred hitchcock was in that he directed,movie.starring.actor movie.directed_by,movie.starring.actor,train
1875,1875,show me movies with pg rating,movie.rating,movie.rating,train
3243,3243,show me the movies released in srilanka,movie.release release.region,movie.release,train
2954,2954,can i have a map of britain please,other,other,train
1516,1516,find movies produced by spike lee,movie.produced_by,movie.produced_by,train
2017,2017,bring up a bio on will ferrell,NO_REL,NO_REL,train
2969,2969,do they have oscar awards in india,movie_other,movie_other,train
2554,2554,show me a hindi action movie,movie.language movie.genre,movie.language,train
323,323,where was the movie mirror produced,movie.country,movie.country,train
3337,3337,what are some popular japanese movies,movie.country movie.language movie.star_rating,movie.country,train
1494,1494,search for foreign movies,movie.country,movie.country,train
769,769,i would like to see a polish language film,movie.language,movie.language,train
550,550,who was the director of movie varsham,movie.directed_by,movie.directed_by,train
1529,1529,list all of the movies that have been directed by robert wise,movie.directed_by,movie.directed_by,train
55,55,give me more facts about the cast and crew of the movie apollo thirteen,movie.starring.actor,movie.starring.actor,train
1936,1936,i am looking for movies directed by tom hanks,movie.directed_by,movie.directed_by,train
449,449,i need to know the release date of the movie barfi,movie.initial_release_date,movie.initial_release_date,train
1825,1825,trouble with the curve was based on what,NO_REL,NO_REL,train
471,471,show me details about the directors of gone with the wind,movie.directed_by,movie.directed_by,train
1995,1995,give me more details about the producer ray stark,NO_REL,NO_REL,train
1512,1512,find movies of kareena,movie.starring.actor,movie.starring.actor,train
1907,1907,get me a list of current r-rated movies,movie.rating movie.initial_release_date,movie.rating,train
197,197,did the avatar movie have a budget for spending,movie.estimated_budget,movie.estimated_budget,train
200,200,how much did the studio spend to make avatar,movie.estimated_budget,movie.estimated_budget,train
